i j d
218 285 27.41
285 218 27.41
218 286 33.68
286 218 33.68
218 287 40.28
287 218 40.28
218 288 49.47
288 218 49.47
218 289 51.73
289 218 51.73
218 290 54.93
290 218 54.93
218 291 60.0
291 218 60.0
218 292 81.29
292 218 81.29
218 293 87.7
293 218 87.7
218 294 94.45
294 218 94.45
218 295 105.94
295 218 105.94
218 296 111.14
296 218 111.14
218 297 117.4
297 218 117.4
218 298 116.73
298 218 116.73
218 299 110.16
299 218 110.16
218 300 103.93
300 218 103.93
218 301 100.03
301 218 100.03
218 302 95.11
302 218 95.11
218 303 88.75
303 218 88.75
218 304 76.63
304 218 76.63
218 305 70.21
305 218 70.21
218 306 63.67
306 218 63.67
218 307 57.22
307 218 57.22
218 308 50.59
308 218 50.59
218 309 44.03
309 218 44.03
218 310 37.41
310 218 37.41
218 311 31.05
311 218 31.05
218 312 23.37
312 218 23.37
218 313 10.58
313 218 10.58
218 314 9.0
314 218 9.0
218 315 11.41
315 218 11.41
218 316 22.71
316 218 22.71
218 317 28.22
317 218 28.22
218 318 34.34
318 218 34.34
218 319 40.83
319 218 40.83
218 320 50.1
320 218 50.1
218 321 52.33
321 218 52.33
218 322 55.5
322 218 55.5
218 323 60.52
323 218 60.52
218 324 81.68
324 218 81.68
218 325 88.06
325 218 88.06
218 326 94.78
326 218 94.78
218 327 106.24
327 218 106.24
218 328 111.43
328 218 111.43
218 329 117.66
329 218 117.66
218 330 117.0
330 218 117.0
218 331 110.44
331 218 110.44
218 332 104.23
332 218 104.23
218 333 100.34
333 218 100.34
218 334 95.44
334 218 95.44
218 335 89.1
335 218 89.1
218 336 77.04
336 218 77.04
218 337 70.66
337 218 70.66
218 338 64.16
338 218 64.16
218 339 57.77
339 218 57.77
218 340 51.21
340 218 51.21
218 341 44.74
341 218 44.74
218 342 38.24
342 218 38.24
218 343 32.05
343 218 32.05
218 344 24.68
344 218 24.68
218 345 13.23
345 218 13.23
218 346 12.0
346 218 12.0
218 347 13.9
347 218 13.9
218 348 24.06
348 218 24.06
218 349 29.32
349 218 29.32
218 350 35.25
350 218 35.25
218 351 41.6
351 218 41.6
218 352 50.9
352 218 50.9
218 353 53.1
353 218 53.1
218 354 56.23
354 218 56.23
218 355 61.19
355 218 61.19
218 356 82.17
356 218 82.17
218 357 88.52
357 218 88.52
218 358 95.21
358 218 95.21
218 359 106.62
359 218 106.62
218 360 111.79
360 218 111.79
218 361 118.01
361 218 118.01
218 362 117.34
362 218 117.34
218 363 110.81
363 218 110.81
218 364 104.62
364 218 104.62
218 365 100.74
365 218 100.74
218 366 95.86
366 218 95.86
218 367 89.56
367 218 89.56
218 368 77.56
368 218 77.56
218 369 71.23
369 218 71.23
218 370 64.79
370 218 64.79
218 371 58.47
371 218 58.47
218 372 51.99
372 218 51.99
218 373 45.64
373 218 45.64
218 374 39.29
374 218 39.29
218 375 33.29
375 218 33.29
218 376 26.27
376 218 26.27
218 377 16.0
377 218 16.0
218 378 15.0
378 218 15.0
218 379 16.56
379 218 16.56
218 380 25.69
380 218 25.69
218 381 30.67
381 218 30.67
218 382 36.38
382 218 36.38
218 383 42.56
383 218 42.56
219 220 14.22
220 219 14.22
219 221 20.12
221 219 20.12
219 222 26.51
222 219 26.51
219 223 33.2
223 219 33.2
219 224 42.12
224 219 42.12
219 225 44.41
225 219 44.41
219 226 47.65
226 219 47.65
219 227 52.78
227 219 52.78
219 228 74.22
228 219 74.22
219 229 80.67
229 219 80.67
219 230 87.44
230 219 87.44
219 231 98.98
231 219 98.98
219 232 104.19
232 219 104.19
219 233 110.46
233 219 110.46
219 234 117.67
234 219 117.67
219 235 116.61
235 219 116.61
219 236 110.36
236 219 110.36
219 237 106.44
237 219 106.44
219 238 101.5
238 219 101.5
219 239 95.12
239 219 95.12
219 240 82.93
240 219 82.93
219 241 76.47
241 219 76.47
219 242 69.87
242 219 69.87
219 243 63.36
243 219 63.36
219 244 56.64
244 219 56.64
219 245 49.97
245 219 49.97
219 246 43.19
246 219 43.19
219 247 36.62
247 219 36.62
219 248 28.51
248 219 28.51
219 249 12.93
249 219 12.93
219 250 7.62
250 219 7.62
219 251 3.0
251 219 3.0
219 252 14.53
252 219 14.53
219 253 20.34
253 219 20.34
219 254 26.68
254 219 26.68
219 255 33.34
255 219 33.34
219 256 42.44
256 219 42.44
219 257 44.71
257 219 44.71
219 258 47.94
258 219 47.94
219 259 53.03
259 219 53.03
219 260 74.4
260 219 74.4
219 261 80.83
261 219 80.83
219 262 87.6
262 219 87.6
219 263 99.11
263 219 99.11
219 264 104.32
264 219 104.32
219 265 110.58
265 219 110.58
219 266 117.78
266 219 117.78
219 267 116.72
267 219 116.72
219 268 110.48
268 219 110.48
219 269 106.57
269 219 106.57
219 270 101.64
270 219 101.64
219 271 95.26
271 219 95.26
219 272 83.1
272 219 83.1
219 273 76.65
273 219 76.65
219 274 70.07
274 219 70.07
219 275 63.57
275 219 63.57
219 276 56.88
276 219 56.88
219 277 50.24
277 219 50.24
219 278 43.51
278 219 43.51
219 279 36.99
279 219 36.99
219 280 28.98
280 219 28.98
219 281 13.94
281 219 13.94
219 282 9.23
282 219 9.23
219 283 6.0
283 219 6.0
219 284 15.43
284 219 15.43
219 285 21.0
285 219 21.0
219 286 27.18
286 219 27.18
219 287 33.74
287 219 33.74
219 288 42.96
288 219 42.96
219 289 45.21
289 219 45.21
219 290 48.4
290 219 48.4
219 291 53.45
291 219 53.45
219 292 74.7
292 219 74.7
219 293 81.11
293 219 81.11
219 294 87.85
294 219 87.85
219 295 99.34
295 219 99.34
219 296 104.54
296 219 104.54
219 297 110.79
297 219 110.79
219 298 117.97
298 219 117.97
219 299 116.92
299 219 116.92
219 300 110.69
300 219 110.69
219 301 106.78
301 219 106.78
219 302 101.86
302 219 101.86
219 303 95.5
303 219 95.5
219 304 83.37
304 219 83.37
219 305 76.94
305 219 76.94
219 306 70.39
306 219 70.39
219 307 63.93
307 219 63.93
219 308 57.27
308 219 57.27
219 309 50.69
309 219 50.69
219 310 44.02
310 219 44.02
219 311 37.59
311 219 37.59
219 312 29.74
312 219 29.74
219 313 15.47
313 219 15.47
219 314 11.41
314 219 11.41
219 315 9.0
315 219 9.0
219 316 16.83
316 219 16.83
219 317 22.04
317 219 22.04
219 318 28.0
318 219 28.0
219 319 34.4
319 219 34.4
219 320 43.69
320 219 43.69
219 321 45.91
321 219 45.91
219 322 49.05
322 219 49.05
219 323 54.04
323 219 54.04
219 324 75.12
324 219 75.12
219 325 81.5
325 219 81.5
219 326 88.21
326 219 88.21
219 327 99.66
327 219 99.66
219 328 104.84
328 219 104.84
219 329 111.07
329 219 111.07
219 330 118.24
330 219 118.24
219 331 117.19
331 219 117.19
219 332 110.97
332 219 110.97
219 333 107.07
333 219 107.07
219 334 102.17
334 219 102.17
219 335 95.82
335 219 95.82
219 336 83.74
336 219 83.74
219 337 77.35
337 219 77.35
219 338 70.83
338 219 70.83
219 339 64.42
339 219 64.42
219 340 57.82
340 219 57.82
219 341 51.3
341 219 51.3
219 342 44.73
342 219 44.73
219 343 38.42
343 219 38.42
219 344 30.79
344 219 30.79
219 345 17.39
345 219 17.39
219 346 13.9
346 219 13.9
219 347 12.0
347 219 12.0
219 348 18.61
348 219 18.61
219 349 23.43
349 219 23.43
219 350 29.1
350 219 29.1
219 351 35.3
351 219 35.3
219 352 44.61
352 219 44.61
219 353 46.78
353 219 46.78
219 354 49.87
354 219 49.87
219 355 54.78
355 219 54.78
219 356 75.66
356 219 75.66
219 357 81.99
357 219 81.99
219 358 88.67
358 219 88.67
219 359 100.06
359 219 100.06
219 360 105.22
360 219 105.22
219 361 111.43
361 219 111.43
219 362 118.58
362 219 118.58
219 363 117.53
363 219 117.53
219 364 111.34
364 219 111.34
219 365 107.45
365 219 107.45
219 366 102.56
366 219 102.56
219 367 96.25
367 219 96.25
219 368 84.23
368 219 84.23
219 369 77.87
369 219 77.87
219 370 71.4
370 219 71.4
219 371 65.04
371 219 65.04
219 372 58.52
372 219 58.52
219 373 52.09
373 219 52.09
219 374 45.63
374 219 45.63
219 375 39.46
375 219 39.46
219 376 32.07
376 219 32.07
219 377 19.58
377 219 19.58
219 378 16.56
378 219 16.56
219 379 15.0
379 219 15.0
219 380 20.67
380 219 20.67
219 381 25.1
381 219 25.1
219 382 30.46
382 219 30.46
219 383 36.43
383 219 36.43
220 221 7.14
221 220 7.14
220 222 13.81
222 220 13.81
220 223 20.63
223 220 20.63
220 224 29.22
224 220 29.22
220 225 30.93
225 220 30.93
220 226 33.8
226 220 33.8
220 227 38.69
227 220 38.69
220 228 60.11
228 220 60.11
220 229 66.56
229 220 66.56
220 230 73.33
230 220 73.33
220 231 84.86
231 220 84.86
220 232 90.08
232 220 90.08
220 233 96.35
233 220 96.35
220 234 103.55
234 220 103.55
220 235 110.24
235 220 110.24
220 236 115.63
236 220 115.63
220 237 119.37
237 220 119.37
220 238 114.43
238 220 114.43
220 239 108.04
239 220 108.04
220 240 95.86
240 220 95.86
220 241 89.39
241 220 89.39
220 242 82.79
242 220 82.79
220 243 76.28
243 220 76.28
220 244 69.55
244 220 69.55
220 245 62.88
245 220 62.88
220 246 56.1
246 220 56.1
220 247 49.52
247 220 49.52
220 248 41.39
248 220 41.39
220 249 26.46
249 220 26.46
220 250 21.06
250 220 21.06
220 251 14.53
251 220 14.53
220 252 3.0
252 220 3.0
220 253 7.74
253 220 7.74
220 254 14.13
254 220 14.13
220 255 20.85
255 220 20.85
220 256 29.68
256 220 29.68
220 257 31.36
257 220 31.36
220 258 34.2
258 220 34.2
220 259 39.03
259 220 39.03
220 260 60.34
260 220 60.34
220 261 66.76
261 220 66.76
220 262 73.52
262 220 73.52
220 263 85.02
263 220 85.02
220 264 90.23
264 220 90.23
220 265 96.49
265 220 96.49
220 266 103.68
266 220 103.68
220 267 110.36
267 220 110.36
220 268 115.75
268 220 115.75
220 269 119.48
269 220 119.48
220 270 114.55
270 220 114.55
220 271 108.17
271 220 108.17
220 272 96.0
272 220 96.0
220 273 89.54
273 220 89.54
220 274 82.96
274 220 82.96
220 275 76.46
275 220 76.46
220 276 69.75
276 220 69.75
220 277 63.1
277 220 63.1
220 278 56.34
278 220 56.34
220 279 49.79
279 220 49.79
220 280 41.71
280 220 41.71
220 281 26.97
281 220 26.97
220 282 21.7
282 220 21.7
220 283 15.43
283 220 15.43
220 284 6.0
284 220 6.0
220 285 9.33
285 220 9.33
220 286 15.06
286 220 15.06
220 287 21.48
287 220 21.48
220 288 30.43
288 220 30.43
220 289 32.07
289 220 32.07
220 290 34.85
290 220 34.85
220 291 39.61
291 220 39.61
220 292 60.71
292 220 60.71
220 293 67.1
293 220 67.1
220 294 73.82
294 220 73.82
220 295 85.29
295 220 85.29
220 296 90.48
296 220 90.48
220 297 96.72
297 220 96.72
220 298 103.9
298 220 103.9
220 299 110.57
299 220 110.57
220 300 115.94
300 220 115.94
220 301 119.67
301 220 119.67
220 302 114.74
302 220 114.74
220 303 108.37
303 220 108.37
220 304 96.23
304 220 96.23
220 305 89.79
305 220 89.79
220 306 83.23
306 220 83.23
220 307 76.75
307 220 76.75
220 308 70.07
308 220 70.07
220 309 63.45
309 220 63.45
220 310 56.74
310 220 56.74
220 311 50.24
311 220 50.24
220 312 42.25
312 220 42.25
220 313 27.79
313 220 27.79
220 314 22.71
314 220 22.71
220 315 16.83
315 220 16.83
220 316 9.0
316 220 9.0
220 317 11.49
317 220 11.49
220 318 16.48
318 220 16.48
220 319 22.51
319 220 22.51
220 320 31.45
320 220 31.45
220 321 33.04
321 220 33.04
220 322 35.74
322 220 35.74
220 323 40.39
323 220 40.39
220 324 61.23
324 220 61.23
220 325 67.56
325 220 67.56
220 326 74.25
326 220 74.25
220 327 85.65
327 220 85.65
220 328 90.83
328 220 90.83
220 329 97.04
329 220 97.04
220 330 104.2
330 220 104.2
220 331 110.85
331 220 110.85
220 332 116.21
332 220 116.21
220 333 119.93
333 220 119.93
220 334 115.02
334 220 115.02
220 335 108.66
335 220 108.66
220 336 96.56
336 220 96.56
220 337 90.14
337 220 90.14
220 338 83.61
338 220 83.61
220 339 77.16
339 220 77.16
220 340 70.52
340 220 70.52
220 341 63.95
341 220 63.95
220 342 57.29
342 220 57.29
220 343 50.87
343 220 50.87
220 344 42.99
344 220 42.99
220 345 28.9
345 220 28.9
220 346 24.06
346 220 24.06
220 347 18.61
347 220 18.61
220 348 12.0
348 220 12.0
220 349 13.96
349 220 13.96
220 350 18.3
350 220 18.3
220 351 23.87
351 220 23.87
220 352 32.71
352 220 32.71
220 353 34.24
353 220 34.24
220 354 36.86
354 220 36.86
220 355 41.38
355 220 41.38
220 356 61.89
356 220 61.89
220 357 68.16
357 220 68.16
220 358 74.79
358 220 74.79
220 359 86.13
359 220 86.13
220 360 91.27
360 220 91.27
220 361 97.46
361 220 97.46
220 362 104.59
362 220 104.59
220 363 111.22
363 220 111.22
220 364 116.56
364 220 116.56
220 365 120.27
365 220 120.27
220 366 115.37
366 220 115.37
220 367 109.04
367 220 109.04
220 368 96.98
368 220 96.98
220 369 90.59
369 220 90.59
220 370 84.09
370 220 84.09
220 371 77.68
371 220 77.68
220 372 71.09
372 220 71.09
220 373 64.58
373 220 64.58
220 374 57.99
374 220 57.99
220 375 51.66
375 220 51.66
220 376 43.92
376 220 43.92
220 377 30.27
377 220 30.27
220 378 25.69
378 220 25.69
220 379 20.67
379 220 20.67
220 380 15.0
380 220 15.0
220 381 16.61
381 220 16.61
220 382 20.39
382 220 20.39
220 383 25.51
383 220 25.51
221 222 6.67
222 221 6.67
221 223 13.49
223 221 13.49
221 224 22.22
224 221 22.22
221 225 24.42
225 221 24.42
221 226 27.97
226 221 27.97
221 227 33.7
227 221 33.7
221 228 55.07
228 221 55.07
221 229 61.51
229 221 61.51
221 230 68.29
230 221 68.29
221 231 79.82
231 221 79.82
221 232 85.03
232 221 85.03
221 233 91.3
233 221 91.3
221 234 98.51
234 221 98.51
221 235 105.19
235 221 105.19
221 236 110.58
236 221 110.58
221 237 114.56
237 221 114.56
221 238 119.64
238 221 119.64
221 239 113.94
239 221 113.94
221 240 101.75
240 221 101.75
221 241 95.29
241 221 95.29
221 242 88.69
242 221 88.69
221 243 82.17
243 221 82.17
221 244 75.45
244 221 75.45
221 245 68.78
245 221 68.78
221 246 61.99
246 221 61.99
221 247 55.41
247 221 55.41
221 248 47.28
248 221 47.28
221 249 32.33
249 221 32.33
221 250 26.92
250 221 26.92
221 251 20.34
251 221 20.34
221 252 7.74
252 221 7.74
221 253 3.0
253 221 3.0
221 254 7.31
254 221 7.31
221 255 13.82
255 221 13.82
221 256 22.82
256 221 22.82
221 257 24.96
257 221 24.96
221 258 28.45
258 221 28.45
221 259 34.1
259 221 34.1
221 260 55.32
260 221 55.32
221 261 61.73
261 221 61.73
221 262 68.48
262 221 68.48
221 263 79.99
263 221 79.99
221 264 85.19
264 221 85.19
221 265 91.45
265 221 91.45
221 266 98.64
266 221 98.64
221 267 105.32
267 221 105.32
221 268 110.7
268 221 110.7
221 269 114.68
269 221 114.68
221 270 119.75
270 221 119.75
221 271 114.06
271 221 114.06
221 272 101.89
272 221 101.89
221 273 95.43
273 221 95.43
221 274 88.84
274 221 88.84
221 275 82.34
275 221 82.34
221 276 75.63
276 221 75.63
221 277 68.97
277 221 68.97
221 278 62.21
278 221 62.21
221 279 55.65
279 221 55.65
221 280 47.56
280 221 47.56
221 281 32.74
281 221 32.74
221 282 27.41
282 221 27.41
221 283 21.0
283 221 21.0
221 284 9.33
284 221 9.33
221 285 6.0
285 221 6.0
221 286 8.97
286 221 8.97
221 287 14.76
287 221 14.76
221 288 23.79
288 221 23.79
221 289 25.85
289 221 25.85
221 290 29.23
290 221 29.23
221 291 34.76
291 221 34.76
221 292 55.72
292 221 55.72
221 293 62.1
293 221 62.1
221 294 68.81
294 221 68.81
221 295 80.27
295 221 80.27
221 296 85.46
296 221 85.46
221 297 91.69
297 221 91.69
221 298 98.87
298 221 98.87
221 299 105.53
299 221 105.53
221 300 110.91
300 221 110.91
221 301 114.87
301 221 114.87
221 302 119.94
302 221 119.94
221 303 114.26
303 221 114.26
221 304 102.11
304 221 102.11
221 305 95.66
305 221 95.66
221 306 89.1
306 221 89.1
221 307 82.61
307 221 82.61
221 308 75.93
308 221 75.93
221 309 69.3
309 221 69.3
221 310 62.57
310 221 62.57
221 311 56.06
311 221 56.06
221 312 48.03
312 221 48.03
221 313 33.42
313 221 33.42
221 314 28.22
314 221 28.22
221 315 22.04
315 221 22.04
221 316 11.49
316 221 11.49
221 317 9.0
317 221 9.0
221 318 11.2
318 221 11.2
221 319 16.22
319 221 16.22
221 320 25.08
320 221 25.08
221 321 27.04
321 221 27.04
221 322 30.29
322 221 30.29
221 323 35.65
323 221 35.65
221 324 56.28
324 221 56.28
221 325 62.6
325 221 62.6
221 326 69.27
326 221 69.27
221 327 80.66
327 221 80.66
221 328 85.82
328 221 85.82
221 329 92.04
329 221 92.04
221 330 99.19
330 221 99.19
221 331 105.83
331 221 105.83
221 332 111.19
332 221 111.19
221 333 115.15
333 221 115.15
221 334 120.2
334 221 120.2
221 335 114.53
335 221 114.53
221 336 102.42
336 221 102.42
221 337 95.99
337 221 95.99
221 338 89.45
338 221 89.45
221 339 82.99
339 221 82.99
221 340 76.34
340 221 76.34
221 341 69.75
341 221 69.75
221 342 63.07
342 221 63.07
221 343 56.62
343 221 56.62
221 344 48.68
344 221 48.68
221 345 34.35
345 221 34.35
221 346 29.32
346 221 29.32
221 347 23.43
347 221 23.43
221 348 13.96
348 221 13.96
221 349 12.0
349 221 12.0
221 350 13.73
350 221 13.73
221 351 18.05
351 221 18.05
221 352 26.64
352 221 26.64
221 353 28.5
353 221 28.5
221 354 31.6
354 221 31.6
221 355 36.77
355 221 36.77
221 356 57.0
356 221 57.0
221 357 63.24
357 221 63.24
221 358 69.85
358 221 69.85
221 359 81.16
359 221 81.16
221 360 86.29
360 221 86.29
221 361 92.47
361 221 92.47
221 362 99.6
362 221 99.6
221 363 106.21
363 221 106.21
221 364 111.55
364 221 111.55
221 365 115.5
365 221 115.5
221 366 120.54
366 221 120.54
221 367 114.88
367 221 114.88
221 368 102.81
368 221 102.81
221 369 96.41
369 221 96.41
221 370 89.9
370 221 89.9
221 371 83.48
371 221 83.48
221 372 76.87
372 221 76.87
221 373 70.33
373 221 70.33
221 374 63.71
374 221 63.71
221 375 57.33
375 221 57.33
221 376 49.51
376 221 49.51
221 377 35.51
377 221 35.51
221 378 30.67
378 221 30.67
221 379 25.1
379 221 25.1
221 380 16.61
380 221 16.61
221 381 15.0
381 221 15.0
221 382 16.42
382 221 16.42
221 383 20.17
383 221 20.17
222 223 6.82
223 222 6.82
222 224 15.8
224 222 15.8
222 225 18.75
225 222 18.75
222 226 23.2
226 222 23.2
222 227 29.86
227 222 29.86
222 228 51.03
228 222 51.03
222 229 57.47
229 222 57.47
222 230 64.24
230 222 64.24
222 231 75.77
231 222 75.77
222 232 80.99
232 222 80.99
222 233 87.25
233 222 87.25
222 234 94.46
234 222 94.46
222 235 101.14
235 222 101.14
222 236 106.53
236 222 106.53
222 237 110.51
237 222 110.51
222 238 115.59
238 222 115.59
222 239 120.33
239 222 120.33
222 240 108.14
240 222 108.14
222 241 101.67
241 222 101.67
222 242 95.08
242 222 95.08
222 243 88.56
243 222 88.56
222 244 81.84
244 222 81.84
222 245 75.16
245 222 75.16
222 246 68.38
246 222 68.38
222 247 61.79
247 222 61.79
222 248 53.65
248 222 53.65
222 249 38.7
249 222 38.7
222 250 33.28
250 222 33.28
222 251 26.68
251 222 26.68
222 252 14.13
252 222 14.13
222 253 7.31
253 222 7.31
222 254 3.0
254 222 3.0
222 255 7.45
255 222 7.45
222 256 16.63
256 222 16.63
222 257 19.46
257 222 19.46
222 258 23.78
258 222 23.78
222 259 30.31
259 222 30.31
222 260 51.29
260 222 51.29
222 261 57.7
261 222 57.7
222 262 64.45
262 222 64.45
222 263 75.95
263 222 75.95
222 264 81.15
264 222 81.15
222 265 87.41
265 222 87.41
222 266 94.6
266 222 94.6
222 267 101.28
267 222 101.28
222 268 106.66
268 222 106.66
222 269 110.63
269 222 110.63
222 270 115.71
270 222 115.71
222 271 120.44
271 222 120.44
222 272 108.27
272 222 108.27
222 273 101.81
273 222 101.81
222 274 95.22
274 222 95.22
222 275 88.71
275 222 88.71
222 276 82.0
276 222 82.0
222 277 75.34
277 222 75.34
222 278 68.57
278 222 68.57
222 279 62.01
279 222 62.01
222 280 53.9
280 222 53.9
222 281 39.04
281 222 39.04
222 282 33.68
282 222 33.68
222 283 27.18
283 222 27.18
222 284 15.06
284 222 15.06
222 285 8.97
285 222 8.97
222 286 6.0
286 222 6.0
222 287 9.08
287 222 9.08
222 288 17.93
288 222 17.93
222 289 20.58
289 222 20.58
222 290 24.71
290 222 24.71
222 291 31.04
291 222 31.04
222 292 51.73
292 222 51.73
222 293 58.09
293 222 58.09
222 294 64.8
294 222 64.8
222 295 76.24
295 222 76.24
222 296 81.43
296 222 81.43
222 297 87.66
297 222 87.66
222 298 94.84
298 222 94.84
222 299 101.5
299 222 101.5
222 300 106.87
300 222 106.87
222 301 110.84
301 222 110.84
222 302 115.9
302 222 115.9
222 303 120.63
303 222 120.63
222 304 108.47
304 222 108.47
222 305 102.03
305 222 102.03
222 306 95.46
306 222 95.46
222 307 88.97
307 222 88.97
222 308 82.27
308 222 82.27
222 309 75.64
309 222 75.64
222 310 68.9
310 222 68.9
222 311 62.37
311 222 62.37
222 312 54.32
312 222 54.32
222 313 39.62
313 222 39.62
222 314 34.34
314 222 34.34
222 315 28.0
315 222 28.0
222 316 16.48
316 222 16.48
222 317 11.2
317 222 11.2
222 318 9.0
318 222 9.0
222 319 11.29
319 222 11.29
222 320 19.61
320 222 19.61
222 321 22.06
321 222 22.06
222 322 25.95
322 222 25.95
222 323 32.04
323 222 32.04
222 324 52.33
324 222 52.33
222 325 58.63
325 222 58.63
222 326 65.28
326 222 65.28
222 327 76.66
327 222 76.66
222 328 81.81
328 222 81.81
222 329 88.02
329 222 88.02
222 330 95.17
330 222 95.17
222 331 101.81
331 222 101.81
222 332 107.16
332 222 107.16
222 333 111.12
333 222 111.12
222 334 116.17
334 222 116.17
222 335 120.89
335 222 120.89
222 336 108.76
336 222 108.76
222 337 102.34
337 222 102.34
222 338 95.78
338 222 95.78
222 339 89.32
339 222 89.32
222 340 82.66
340 222 82.66
222 341 76.05
341 222 76.05
222 342 69.36
342 222 69.36
222 343 62.88
343 222 62.88
222 344 54.9
344 222 54.9
222 345 40.4
345 222 40.4
222 346 35.25
346 222 35.25
222 347 29.1
347 222 29.1
222 348 18.3
348 222 18.3
222 349 13.73
349 222 13.73
222 350 12.0
350 222 12.0
222 351 13.8
351 222 13.8
222 352 21.58
352 222 21.58
222 353 23.82
353 222 23.82
222 354 27.47
354 222 27.47
222 355 33.28
355 222 33.28
222 356 53.1
356 222 53.1
222 357 59.32
357 222 59.32
222 358 65.9
358 222 65.9
222 359 77.18
359 222 77.18
222 360 82.31
360 222 82.31
222 361 88.48
361 222 88.48
222 362 95.59
362 222 95.59
222 363 102.21
363 222 102.21
222 364 107.54
364 222 107.54
222 365 111.48
365 222 111.48
222 366 116.52
366 222 116.52
222 367 121.22
